violent_crime,violent_crime_sq
-200.70970047866274,0.07215971349420525
-200.5538318198193,0.0736281052517421
-201.67535156284995,0.07310132570173601
-206.5673368313923,0.07655626931066867
-202.66024299999725,0.07386759406207079
-198.61839808744503,0.0725202690983674
-199.79511554689213,0.07332680017811002
-201.65280639884244,0.07348637547688638
-203.49576622262504,0.07451020192067989
-200.25915230408935,0.07258148091672303
-202.30806689587294,0.07286942582740366
-200.46032406234235,0.07370836180132456
-206.71021742028208,0.07559999530348821
-200.77742905473514,0.07332771478070266
-203.69491319868195,0.07449859657405863
-199.5038734956069,0.07289515677140321
-199.67518986754143,0.07225362912858109
-200.03098155871996,0.07228383865110366
-207.96829121705838,0.07696057178831642
-201.11630668939642,0.07380587605886416
-204.78882929952874,0.07492685784417669
-203.3668753115046,0.07415803426513537
-198.6317550916974,0.07310467699858915
-203.6021995321214,0.07476565831039549
-201.34830300418832,0.07324387881557831
-201.6982892724626,0.07352358745504314
-203.71291866205524,0.07502800747880695
-201.3985326003829,0.0725653699320446
-202.44955477389016,0.07390048360774788
-199.14027585345482,0.07171664988724752
-201.15666568426278,0.07355755707413386
-203.09949336222328,0.07366287048394252
-200.91496604672685,0.07207758372718415
-203.4614750775028,0.07384582287090309
-203.48166939839325,0.0742411987520655
-203.0482236532542,0.07471688496106188
-203.52897131305386,0.07482216294204383
-200.6095177069003,0.07389403020698526
-200.65397605353706,0.07301660298604729
-207.06078776528057,0.07609255504107285
-206.94622169476682,0.07689048629262796
-202.3528490001053,0.0740600372963928
-200.48888498945865,0.07319406896770919
-196.6973178710348,0.07097402310585585
-200.7174984781302,0.07325038690299604
-200.7636996635193,0.07344398931518223
-197.80988045902987,0.07204492660954695
-207.89250657757748,0.07638477164643026
-203.58630389354516,0.07378455611656248
-201.59449938592013,0.07328704807068787
-203.97621322886613,0.07461414886696802
-199.0914122999615,0.07321039837664861
-202.74234107227002,0.07355587663730734
-201.26338831818867,0.07204733901990037
-192.57576123840448,0.0696258696704998
-204.69914150986276,0.0759526357873633
-201.9298104570717,0.07414208359923138
-202.70310512797582,0.07349762855960766
-199.67784060845383,0.07270430507743475
-200.77783256743066,0.07317804685979806
-201.5560758364976,0.07387923467413332
-202.71367015644643,0.07301853362698604
-203.81900360176164,0.07401293147420317
-199.53322144584394,0.07234385197366766
-203.94820032220355,0.07466837487886872
-202.7272709171021,0.07318217054707234
-202.8755037421672,0.07344233593224318
-201.18400878222064,0.07286633803995952
-202.1054820001512,0.07410793596507775
-205.8751433532654,0.07613209672845067
-202.5305219421898,0.0740690051723066
-206.75462254034488,0.07542722231187896
-206.89548471318236,0.07652821332496754
-201.94717531066777,0.0736691631289986
-202.30749283933855,0.07316466510519404
-193.86287601577516,0.06980404361598017
-206.04555640790034,0.07598843086585036
-202.51293481635514,0.07262006155801959
-206.30740105528406,0.07669437117414497
-202.67488235157336,0.07334806211987249
-198.9965690055073,0.07170475316827493
-205.83963999118137,0.07585338883336347
-203.690804250545,0.07409615632356778
-199.74075958515678,0.07295302765165762
-202.87046613368008,0.07368535290199925
-199.8795143708814,0.07223980774509915
-205.65663637335345,0.07498352431773089
-201.41679390634062,0.07266546609384796
-202.1855245000535,0.07396775792194946
-198.95931707996192,0.07245099892691684
-198.20020856297037,0.07176712076790642
-202.66389317760263,0.07441947812505781
-199.0773974152487,0.07298318182439552
-200.41042382698737,0.07244868004306843
-205.9046823172364,0.07603953128868979
-203.28723228862484,0.07332931400248124
-204.37804999665755,0.07419276664791975
-205.7631381624479,0.07503429174726786
-203.11027349284558,0.07381770601775506
-201.6267362226854,0.07361139083226864
-207.61951305872344,0.07696592877729833
-205.195694630242,0.07604459115484477
-202.2498959823045,0.07313332983248556
-205.5898882735695,0.0753564525503162
-199.76643928648434,0.0725570602442814
-196.69589494531056,0.07030805389780753
-202.6503366478725,0.07467090682018312
-198.289624288642,0.07190906006379932
-201.2091815977678,0.0727493239167028
-200.22717781579144,0.07349524837704559
-203.9708073557914,0.07385392873167676
-207.549414870608,0.07604433908162646
-204.2366180221476,0.07510410251209926
-201.1096816045207,0.0730060024965188
-202.0187702250792,0.07305612249876359
-196.2061494121338,0.07062954024065432
-200.27425295957988,0.07267620760113744
-198.69177569765174,0.07233446312173085
-197.89271824897088,0.0735081655405159
-203.75115596028047,0.07456936331259115
-201.80257681346507,0.07328103952250989
-197.22027979379718,0.07160012400087694
-199.14259696415604,0.0721663891100725
-203.08767670220215,0.07315815717391279
-203.2568048555907,0.07419877425663601
-197.42370676228177,0.07125113290791768
-199.78424465012125,0.0729488196851344
-198.28522804837203,0.07188241085901945
