violent_crime,violent_crime_sq
-230.14936282605083,0.11537504309404112
-228.89966338449966,0.11485391084383714
-226.95882316354772,0.11206691123089146
-223.23017724163765,0.11185854966954271
-235.09896302430457,0.11653480621693785
-223.41099578203495,0.11107553706838125
-224.04892595834224,0.11221867993985711
-224.4088369010958,0.1115456587772417
-223.9056880029482,0.11185001832544635
-227.0007676648762,0.11149225381112966
-224.121182020138,0.11294243938770229
-220.23159079897823,0.10892707082391681
-218.65303744132154,0.10725340410843798
-232.59220035818893,0.11418080640203715
-229.34963900011155,0.11437073846033217
-223.52133347986808,0.11388074531961799
-225.88237900933927,0.11234078700790298
-220.40886922386815,0.11008548801879087
-224.72668520288752,0.11018653710144015
-229.13154803340953,0.11243351419277542
-221.81450663792668,0.11097514910797088
-224.64704227242098,0.11173045714872541
-229.19464444222763,0.11248382359418481
-219.4659228614681,0.10819745685558839
-219.38875913014928,0.10806954920819445
-224.95086268718893,0.11035865116052732
-224.17064426803384,0.11200818805351653
-225.58586106603286,0.11096072397954992
-223.1356375783592,0.11041110912054997
-225.08348875589667,0.11031365765694129
-223.3964838515625,0.10882448134189973
-226.0090799023883,0.11083784158219373
-220.34867335673013,0.10840080185182616
-230.81503653618083,0.11450160789632147
-221.6954498277249,0.11088230426936502
-227.5898638241219,0.11277814290298534
-225.49534246958547,0.1118605961700686
-225.9041755533168,0.11148008966443589
-228.889011079758,0.11338533218018779
-227.11691948624372,0.11366488632613597
-226.4585006906855,0.11277762393643737
-227.22512919644947,0.11198932900423768
-224.82692715090838,0.11190894905533896
-228.9739689291465,0.11166423333136499
-224.780042245785,0.110596027939953
-222.3572026182518,0.10940784792312064
-226.7360179281722,0.11216465613694276
-218.73248254531705,0.10763786375827936
-220.34273874994346,0.10913717809437512
-221.2826601120039,0.11106520001200623
-227.80116382589776,0.11193844787568565
-227.17038100934045,0.11218537067642594
-228.75040852659689,0.11398883819621149
-224.55900437301665,0.11213321405073876
-228.07290729056882,0.11305906998860776
-221.34527547689612,0.11020867521431767
-234.47847319166596,0.11437138040017414
-226.3785280677031,0.11288685221476544
-222.4487275628568,0.1102990491747819
-232.0696200322608,0.11519398328915648
-225.62930266782027,0.11112642187699172
-224.0511628173786,0.11090900468991495
-220.6550694925592,0.10877347602887982
-225.99242262322892,0.11064822093722612
