violent_crime,violent_crime_sq
-208.8956188356669,0.09935644751003193
-210.56875081408901,0.10122590209150308
-207.60416882398326,0.0988135699299516
-211.33995289566326,0.10156688216949156
-205.77619243658478,0.09805089901512877
-206.18477175363353,0.0987511751956957
-210.49647691560145,0.09956298396062038
-204.19366347749306,0.09868184874467224
-201.3974715188639,0.0967926358113186
-207.21012973057023,0.09889100674466945
-206.38822996241575,0.09790582589038359
-206.04085000860152,0.09925571402614204
-210.25186014251284,0.10104386317204865
-211.39475436254065,0.10111990292805387
-206.4825414767972,0.09720571604259509
-211.75685438100896,0.10195515862450016
-210.46442423246268,0.10075954332500855
-207.66592598898941,0.09919217589763209
-206.33436149158243,0.09850395435415149
-205.4861498442788,0.0999906254816692
-200.96704120998893,0.0955192493993119
-208.92520801027183,0.10138803739087865
-206.52944625069682,0.09958685669269289
-199.80817870724547,0.09541397723964198
-209.80291032717258,0.09878978509460333
-202.01510076028993,0.09601908306388864
-203.20272225129034,0.09605504337877684
-208.0893722298807,0.0989973626536771
-207.19583383538114,0.10018770455526249
-202.9382321034061,0.09815991522588668
-207.3566129626314,0.09899107729302208
-205.45346500722167,0.09795138619084343
-202.05841219231039,0.09562803152609295
-205.52307363011832,0.09948614411049263
-207.57155013430517,0.0992098772025322
-204.1887887809556,0.09688572891095329
-204.66748748538268,0.0975951266532451
-207.13070714133084,0.09930630080635058
-213.85729612164894,0.10057882079253602
-201.23673291468035,0.09695366729367327
-201.33334748145666,0.09483397252863024
-206.6662509316782,0.09917415308935208
-204.1063890703432,0.09819553210917169
-201.00607578737439,0.09694869973134747
-214.26293871216674,0.10176125166034518
-202.88441746970446,0.09741495210393844
-203.6467827014847,0.09718863571620068
-206.86644378322467,0.09959853861506585
-204.39942446414213,0.09847737774122237
-204.99471362263984,0.09743980064996136
-208.51772419692165,0.09831010352475879
-200.26757194569473,0.09577451141655893
-207.15580733051877,0.09909858472049766
-204.5089078837302,0.09738160534058239
-204.74889719549756,0.09939191290824886
-201.76076842400872,0.09794473625430385
-202.76884935439392,0.09885101691737962
-209.13428946589275,0.09808475276184046
-209.5094638671955,0.10016628124912254
