violent_crime,violent_crime_sq
-197.43155570254035,0.07093212711113972
-201.05498913303754,0.07374047295960719
-197.7360166495395,0.07119325699839132
-195.7679904771964,0.07002901457499926
-197.284733669295,0.07102495128317743
-204.26913491705616,0.0743745054345802
-199.58397877743627,0.07155456268773341
-199.75425682054694,0.07343983327669862
-196.20116389695866,0.07058666609187393
-198.19831508349955,0.07119768726989473
-199.74956748318138,0.07272334701090444
-200.17642860498285,0.07245417407476071
-201.5169727799638,0.07478092595769406
-195.08537175535122,0.06954223083370895
-204.5280195521701,0.07657600456593171
-200.1456436205675,0.07249234812740368
-204.11724066422232,0.07442546958142818
-196.31643422591736,0.07088631372567956
-196.2037768551097,0.07021448804290548
-201.77868944382075,0.07276203017721042
-200.33520455187062,0.0734028971398172
-191.87286813978702,0.06867149436252148
-204.5446503393927,0.07511201306707693
-200.34463923821718,0.07347138947239286
-193.8187813289519,0.0692564281187219
-197.01663852536336,0.0725859619157807
-197.12220030228355,0.07131311831111133
-193.19463534518832,0.06996350577241635
-194.5774457720854,0.07036653796853162
-193.23779905269154,0.06880123240536645
-197.9031401929185,0.07037175078544755
-199.11699873838154,0.07212554132776437
-197.1952390447918,0.0713781054620203
-201.95418763046112,0.07290581238810458
-194.4983322019867,0.07075517064334666
-200.48792529674358,0.07263255714858359
-197.2952292081723,0.07061823602865087
-200.7229233234966,0.07270321865934107
-202.20483050614024,0.07390757385710117
-198.85104518395502,0.07215603450553429
-200.8528804155408,0.0733029007910245
-198.095451107249,0.0731287727096607
-195.26716950446766,0.06964679664718315
-194.56707168536116,0.06968559073491251
-201.39202961768635,0.0732396812683467
-196.32389754242027,0.07145759336426613
-193.89716820625034,0.06989216485057548
-197.8679353654255,0.0722730661031127
-199.52198415311614,0.07217788700161108
-200.09615403370458,0.07378339912099117
-196.24527606219732,0.07030848552401914
-197.4297273560702,0.07172931738603822
-202.13535510316893,0.07505350319248724
-198.47264489160045,0.07256542048227124
-202.20318464589914,0.07412353650898905
-201.95299716611953,0.07396378770576358
-198.99761097757394,0.07187606954822084
-205.90638791738803,0.07530964340972227
-196.86910298592636,0.07196281391213526
-193.49419117221603,0.06959221960557888
-197.95012779274043,0.07185018365309563
-201.263159328401,0.07298442116705497
-193.0535882292602,0.06944557925627375
-198.69801950965453,0.07259335871402764
-198.68417569897343,0.07239592889881818
-199.97540147892474,0.07242057833762149
-195.2488472523043,0.07087188657678993
-200.14012163162272,0.07351020246966755
-193.50052611095728,0.07008933630137677
-203.362533484827,0.07426883464454961
-195.78220897895218,0.07110901700846266
-197.10000772961058,0.07140614425167612
-197.2630513923943,0.07069438139832976
-196.22354237931626,0.07107464847212343
-200.85513617473822,0.07324235172326184
-197.74035398059655,0.07232783814887445
-194.17345224014088,0.06942521376964725
-205.07920171098516,0.07571984571538129
-194.04456450276928,0.06965154262675771
-199.41658517027065,0.07293301192983825
-199.89900277037168,0.07215722051878963
-197.43445111973722,0.07153825759490588
-199.98070307793236,0.0721446656702028
-200.84556145765785,0.07257704205881191
-199.8552662591036,0.07284422535902889
-198.16018291432692,0.07264916909438565
-200.5483803937216,0.07294609045456737
-197.7767990330768,0.07193324613966424
-192.11632188380483,0.06954781453442835
-202.5639004068777,0.07341539603428793
-196.64409308248165,0.07027810899410662
-203.3466549963527,0.0744847307141832
-198.58692828267678,0.07249277874580323
-202.8561974532676,0.0736930756297575
-201.8004255583763,0.07460252851125963
-193.51109062790138,0.06941233977770635
-200.2016698396976,0.07290528727818253
-200.3089180785198,0.0723480975130462
-200.68692381478724,0.07341577336223284
-201.7809151804612,0.07347001897016696
-197.89135168803898,0.07147184246886917
-198.24017306921075,0.07213109477746776
-200.8677735736257,0.07253973586244207
-195.73237024634972,0.07082064371443643
-192.00842465255846,0.06834613167437247
-199.28103374708112,0.07299868498404911
-203.63052207790977,0.07452831527751796
-199.8599071845071,0.07345547942608292
-199.1693065560244,0.07301115580022309
-198.440075443051,0.0710729089958819
-200.97283431729898,0.07238750636249477
-201.77739741285458,0.07337548064848279
-199.9991011099334,0.07280533395807506
-202.45152811135526,0.0738401618812934
-199.1082123781157,0.0714928601174274
-200.82607707100055,0.07272033644910289
-198.20807402166133,0.07074607927211107
-200.3351857222823,0.07308352685502015
-200.32281458049508,0.07223732889646406
-204.4002600906888,0.0759184103045392
-200.0389016699415,0.07301713435136405
-196.11841117675004,0.07123101700737576
-200.5203879657812,0.07197961919152603
-200.68905043275055,0.07240686177646787
-202.47987963755293,0.07323906525530743
-204.284039350593,0.07494940629254845
-198.61294612261418,0.07230415671009385
-201.9852422010148,0.07347882534686827
-193.92312638876962,0.06949347385439432
-194.47168210819876,0.07018370582103037
-196.05086891619914,0.07065544103176927
-195.87430265802735,0.06977431406753938
-197.14213919989461,0.07235054206788653
-196.81434605911954,0.07103561101625924
-193.30361371144886,0.06977325448196046
-197.67935655683254,0.0713432659746368
-201.35081400967687,0.07433484636620985
-193.88589695902968,0.07002060909650178
-201.89365619926664,0.07296403690446854
-201.2948377855783,0.07296266610534224
-201.0432363939381,0.07308548573468811
-196.14424034373533,0.06950478045882204
-202.57077662171474,0.07431281918112938
-203.0296384648132,0.07281669389840247
-197.918010779963,0.07051727789485684
-195.58368079392417,0.06977884264819163
-196.3097711398538,0.07027918599241818
-200.9031698652569,0.07285765487881853
-200.30452343604603,0.07269345492089467
-203.56553471712732,0.07364156769560476
-196.74857013186113,0.07071732439607084
-204.89548149743712,0.0760398134098575
-198.0898793850152,0.07321535432066995
-194.5476731312784,0.06925995164983571
-192.47141635690568,0.06814822894027724
-193.9230295195366,0.069474023477836
-198.8682253269155,0.07081434762228371
-197.06005791758875,0.07148004939565362
-204.36359157904315,0.07434633954773566
-201.70144217704072,0.07375444090636413
-196.86977586438223,0.07079457436624256
-196.15416766895325,0.07169709500777197
-205.2974908918515,0.07451977628027985
-203.0583786405792,0.07462493086218243
-194.076832168819,0.06954588155336357
-199.18358247111087,0.07209835748940804
-200.47952647793312,0.0726082281322871
-198.17090407494302,0.07028841317384582
-194.3024144329015,0.06901926185126199
-204.2764810955386,0.07510527302166926
-198.5977876474492,0.07130571007236354
-200.0730255042533,0.07304209413170853
-198.68441875096812,0.07291790380514643
-197.310904940213,0.07086242395296528
-194.2350611006486,0.06995867269821973
-194.97019902660097,0.06993914400542289
-201.03507007014363,0.07301402553374481
-204.17208745892557,0.07516612604408546
-201.85609822310775,0.07361134265360615
-198.3280636960695,0.07140390685263708
-198.46829055876063,0.07029365703960133
-203.23041574318063,0.0746029021815611
-197.32533747754437,0.07148809895685498
-193.61257710448362,0.06972112445636897
-193.61030192778594,0.06940145930433879
-199.03712734464514,0.07194332501369032
-199.77885285068317,0.07295148765085754
-203.45827758635644,0.07314068833195846
-197.7477610514084,0.07165416920416215
-198.40502585388342,0.0719910644282383
-195.74049540379292,0.0709418195237307
-198.25385823023782,0.07247033858236894
-199.88661972689084,0.07247949415063396
-194.13496888877526,0.07043755225663974
-201.6311089868646,0.073804018713999
-202.03308560549138,0.07366627359570767
-200.91492393657876,0.07444773929211622
-199.34528080772256,0.07240448326020238
-197.90365065992253,0.07150007704530843
-201.9719594192866,0.07267487534862789
-196.11751722809294,0.07006514155916173
-200.07521556754853,0.07249705040142633
-198.33473791564467,0.07212552714069498
